audio,text
1867-148436-0005.wav,YOU'LL WEAR OUT THE SNAPPER ON IT I'M ON MY WAY TO THE A CIRCLE Y LISTEN I'M ALL FOR OLD MAN DREW YOU KNOW THAT TELL ME WHAT BARD HAS ON HIM NEVER HEARD THE NAME BEFORE DID HE RUSTLE A COUPLE OF YOUR SHEEP
1867-148436-0006.wav,D'YOU THINK I'M ON SOMEBODY'S TRAIL DON'T YOU KNOW I'VE BEEN THROUGH WITH THAT SORT OF GAME FOR A HELL OF A WHILE WHEN ROCKS TURN INTO HAM AND EGGS I'LL TRUST YOU STEVE I'LL TELL YOU WHAT I DONE TO BARD ANYWAY YESTERDAY
1867-148436-0007.wav,THEN HE HINTED AROUND ABOUT LEARNIN THE WAY TO ELDARA BECAUSE HE KNOWS THAT TOWN IS PRETTY CLOSE TO DREW'S PLACE I GUESS I TOLD HIM SURE I DID HE SHOULD OF GONE DUE WEST BUT I SENT HIM SOUTH THERE IS A SOUTH TRAIL
1867-148436-0008.wav,ONLY IT TAKES ABOUT THREE DAYS TO GET TO ELDARA MAYBE YOU THINK THAT INTERESTS ME IT DON'T LOGAN OVERLOOKED THIS REJOINDER SAYING IS IT HIS SCALP YOU'RE AFTER YOUR IDEAS ARE LIKE NEST EGGS LOGAN
1867-148436-0009.wav,AN YOU SET OVER EM LIKE A HEN THEY LOOK LIKE EGGS THEY FEEL LIKE EGGS BUT THEY DON'T NEVER HATCH THAT'S THE WAY WITH YOUR IDEAS THEY LOOK ALL RIGHT THEY SOUND ALL RIGHT BUT THEY DON'T MEAN NOTHIN SO LONG
1867-148436-0010.wav,WHAT YOU SAY CUTS BOTH WAYS STEVE THIS FELLER BARD
1867-148436-0011.wav,HE SOUNDS LIKE A TENDERFOOT BUT HE AIN'T A TENDERFOOT FEELING THAT THIS PARTING SHOT GAVE HIM THE HONOURS OF THE MEETING HE TURNED AWAY WHISTLING WITH SUCH SPIRIT THAT ONE OF HIS DOGS OVERHEARING STOOD STILL AND GAZED AT HIS MASTER
1867-148436-0012.wav,HIS EASTERN COURSE NASH PURSUED FOR A MILE OR MORE
1867-148436-0013.wav,HE WAS WEARY LIKE HIS HORSE AND HE MADE NO ATTEMPT TO START A SUDDEN BURST OF SPEED HE LET THE PONY GO ON AT THE SAME TIRELESS JOG CLINGING LIKE A BULLDOG TO THE TRAIL ABOUT MIDDAY
1867-148436-0014.wav,HELLO YOUNG FELLER LO STRANGER WHAT'S THE CHANCE OF BUNKING HERE FOR THREE OR FOUR HOURS AND GETTIN A GOOD FEED FOR THE HOSS NEVER BETTER GIMME THE HOSS
1867-148436-0015.wav,FEED HIM GRAIN NO YOU WON'T PUT HIM UP I'LL TEND TO THAT LOOKS LIKE A BAD UN THAT'S IT
1867-148436-0016.wav,UNSADDLED HIM AND GAVE HIM A SMALL FEED THE HORSE FIRST ROLLED ON THE DIRT FLOOR AND THEN STARTED METHODICALLY ON HIS FODDER HAVING MADE SURE THAT HIS MOUNT WAS NOT OFF HIS FEED NASH ROLLED A CIGARETTE AND STROLLED BACK TO THE HOUSE WITH THE BOY
1867-148436-0017.wav,WHERE'S THE FOLKS HE ASKED MA'S SICK A LITTLE AND DIDN'T GET UP TO DAY PA'S DOWN TO THE CORRAL CUSSING MAD BUT I CAN COOK YOU UP SOME CHOW ALL RIGHT SON I GOT A DOLLAR HERE THAT'LL BUY YOU A PRETTY GOOD STORE KNIFE
1867-148436-0018.wav,THE BOY FLUSHED SO RED THAT BY CONTRAST HIS STRAW COLOURED HAIR SEEMED POSITIVELY WHITE MAYBE YOU WANT TO PAY ME HE SUGGESTED FIERCELY MAYBE YOU THINK WE'RE SQUATTERS THAT RUN A HOTEL
1867-148436-0019.wav,RECOGNIZING THE TRUE WESTERN BREED EVEN IN THIS SMALL EDITION NASH GRINNED SPEAKIN MAN TO MAN SON I DIDN'T THINK THAT BUT I THOUGHT I'D SORT OF FEEL MY WAY WHICH I'LL SAY YOU'RE LUCKY YOU DIDN'T TRY TO FEEL YOUR WAY WITH PA
1867-148436-0020.wav,AND SET ABOUT FRYING HAM AND MAKING COFFEE THIS WITH CRACKERS FORMED THE MEAL HE WATCHED NASH EAT FOR A MOMENT OF SOLEMN SILENCE AND THEN THE FOREMAN LOOKED UP TO CATCH A MEDITATIVE CHUCKLE FROM THE YOUNGSTER LET ME IN ON THE JOKE SON NOTHIN
1867-148436-0021.wav,I WAS JUST THINKIN OF PA WHAT'S HE SORE ABOUT COME OUT SHORT AT POKER LATELY NO HE LOST A HOSS HA HA HA HE EXPLAINED
1867-148436-0022.wav,NASH SIPPED HIS COFFEE AND WAITED ON THE MOUNTAIN DESERT ONE DOES NOT DRAW OUT A NARRATOR WITH QUESTIONS
1867-148436-0023.wav,HE WAS A SURE ENOUGH TENDERFOOT LEASTWAYS HE LOOKED IT AN HE TALKED IT BUT HE WASN'T THE FAMILIARITY OF THIS DESCRIPTION MADE STEVE SIT UP A TRIFLE STRAIGHTER WAS HE A RINGER MAYBE I DUNNO
1867-148436-0024.wav,PA MEETS HIM AT THE DOOR AND ASKS HIM IN
1867-148436-0025.wav,THE BOY PAUSED TO REMEMBER AND THEN WITH TWINKLING EYES HE MIMICKED THAT'S VERY GOOD OF YOU SIR BUT I'LL ONLY STOP TO MAKE A TRADE WITH YOU THIS HORSE AND SOME CASH TO BOOT FOR A DURABLE MOUNT OUT OF YOUR CORRAL
1867-148436-0026.wav,THE BRUTE HAS GONE LAME YOU SEE
1867-148436-0027.wav,AN I WON'T ASK MUCH CASH TO BOOT I BEGIN WONDERIN WHAT PA WAS DRIVIN AT BUT I DIDN'T SAY NOTHIN' JEST HELD MYSELF TOGETHER AND WAITED LOOK OVER THERE TO THE CORRAL SAYS PA AND POINTED
1867-148436-0028.wav,IT'S THE BEST HOSS I'VE EVER HAD IT WAS THE BEST HORSE PA EVER HAD TOO IT WAS A PIEBALD PINTO CALLED JO AFTER MY COUSIN JOSIAH WHO'S JEST A PLAIN BAD UN AND RAISES HELL WHEN THERE'S ANY EXCUSE THE PIEBALD
1867-148436-0029.wav,HE DIDN'T EVEN NEED AN EXCUSE YOU SEE
1867-148436-0030.wav,WHEN HE LEAVES THE CORRAL HE LIKES TO HAVE ANOTHER HOSS FOR A RUNNIN MATE AND HE WAS JEST AS TAME AS ANYTHING I COULD RIDE HIM ANYBODY COULD RIDE HIM BUT IF YOU TOOK HIM OUTSIDE THE BARS OF THE CORRAL WITHOUT COMPANY FIRST THING HE DONE
1867-148436-0031.wav,WHEN HE SEEN THAT HE WAS ALL LAID OUT TO MAKE A TRIP BY HIMSELF
1867-148436-0032.wav,WHICH JO CAN RAISE MORE HELL FOR HIS SIZE THAN ANY HOSS I EVER SEEN HE'S WHAT YOU CALL AN EDDICATED BUCKER HE DON'T FOOL AROUND WITH NO PAUSES HE JEST STARTS IN AND FIGGERS OUT A SITUATION
1867-148436-0033.wav,AN HE ALWAYS USED TO WIN OUT IN FACT HE WAS KNOWN FOR IT ALL AROUND THESE PARTS HE BEGUN NICE AND EASY
1867-148436-0034.wav,AND THE END WAS THE RIDER LYIN ON THE GROUND WHENEVER THE BOYS AROUND HERE WANTED ANY EXCITEMENT THEY USED TO COME OVER AND TRY THEIR HANDS WITH JO
1867-148436-0035.wav,AND TAME DOWN THE BRUISES AFTER JO LAID EM COLD ON THE GROUND
1867-148436-0036.wav,WELL THIS TENDERFOOT HE LOOKS OVER THE HOSS IN THE CORRAL AND SAYS
1867-148436-0037.wav,AW TWENTY FIVE DOLLARS IS ENOUGH SAYS PA ALL RIGHT SAYS THE TENDERFOOT HERE'S THE MONEY AND HE COUNTS IT OUT IN PA'S HAND HE SAYS WHAT A LITTLE BEAUTY IT WOULD BE A TREAT TO SEE HIM WORK ON A POLO FIELD PA SAYS
1867-148436-0038.wav,THEN HE STEPS ON MY FOOT TO MAKE ME WIPE THE GRIN OFF'N MY FACE DOWN GOES THE TENDERFOOT AND TAKES HIS SADDLE AND FLOPS IT ON THE PIEBALD PINTO AND THE PIEBALD WAS JEST AS NICE AS MILK THEN HE LEADS HIM OUT'N THE CORRAL AND GETS ON
1867-148436-0039.wav,BUT HE DIDN'T SEE NONE THEN THE CIRCUS STARTED AN B'LIEVE ME IT WAS SOME CIRCUS JO HADN'T HAD MUCH ACTION FOR SOME TIME
1867-148436-0040.wav,THINKIN UP NEW WAYS OF RAISIN HELL
1867-148436-0041.wav,WHICH MAYBE YOU SORT OF GATHER THAT HE HAD TO KEEP ON PERFORMIN BECAUSE THE TENDERFOOT WAS STILL IN THE SADDLE HE WAS AN HE NEVER PULLED LEATHER NO SIR HE NEVER TOUCHED THE BUCKIN STRAP BUT JEST SAT THERE WITH HIS TEETH SET
1867-148436-0042.wav,AND HIS LIPS TWISTIN BACK THE SAME SMILE HE HAD WHEN HE GOT INTO THE SADDLE BUT PRETTY SOON I S'POSE JO HAD A CHANCE TO FIGURE OUT THAT IT DIDN'T DO HIM NO PARTICULAR HARM TO BE ALONE THE MINUTE HE SEEN THAT HE STOPPED FIGHTIN
1867-148436-0043.wav,AND STARTED OFF AT A GALLOP THE WAY THE TENDERFOOT WANTED HIM TO GO WHICH WAS OVER THERE DAMN MY EYES SAYS PA
1867-148436-0044.wav,THERE WOULDN'T BE NO DRAWIN CARD TO GET THE BOYS AROUND THE HOUSE NO MORE BUT YOU'RE LOOKIN SORT OF SLEEPY STRANGER I AM ANSWERED NASH WELL IF YOU'D SEEN THAT SHOW YOU WOULDN'T BE THINKIN OF SLEEP NOT FOR SOME TIME MAYBE NOT
1867-148436-0045.wav,BUT THE POINT IS I DIDN'T SEE IT D'YOU MIND IF I TURN IN ON THAT BUNK OVER THERE HELP YOURSELF SAID THE BOY WHAT TIME D'YOU WANT ME TO WAKE YOU UP NEVER MIND I WAKE UP AUTOMATIC S'LONG BUD
1867-154071-0000.wav,CHAPTER EIGHT TWO APPARITIONS
1867-154071-0001.wav,FOUND A BIG DOUBLE ROOM THAT RAN ACROSS THE WHOLE LENGTH OF THE HOUSE FROM THE BACK IT LOOKED DOWN ON THE LIGHTS GLIMMERING ON THE BLACK EAST RIVER AND ACROSS TO THE FLARE OF BROOKLYN TO THE LEFT THE WHOLE ARC OF THE FIFTY NINTH STREET BRIDGE WAS EXPOSED
1867-154071-0002.wav,HERE THEY TOOK UP THE VIGIL
1867-154071-0003.wav,BILL GREGG SHOOK HIS HEAD THAT'S NOT THE ONE SHE'S ALL DIFFERENT A PILE DIFFERENT RONICKY RONICKY SIGHED
1867-154071-0004.wav,GO ON BACK TO SLEEP I'LL CALL YOU AGAIN IF ANYTHING HAPPENS
1867-154071-0005.wav,GHOST HOURS OF THE EARLY MORNING THEY DID NOT RELAX THEIR VIGIL
1867-154071-0006.wav,APPARENTLY THE PLACE WAS A HARMLESS ROOMING HOUSE OF FAIRLY GOOD QUALITY NOT A SIGN OF CAROLINE SMITH APPEARED EVEN DURING THE SECOND DAY
1867-154071-0007.wav,BY THIS TIME THE NERVES OF THE TWO WATCHERS WERE SHATTERED BY THE CONSTANT STRAIN AND THE MONOTONOUS VIEW FROM THE FRONT WINDOW WAS BEGINNING TO MADDEN THEM IT'S PROOF THAT SHE AIN'T YONDER SAID BILL GREGG
1867-154071-0008.wav,AND HE GREW PALE AT THE THOUGHT PARTNER SAID RONICKY DOONE IF THEY ARE TRYING TO KEEP HER AWAY FROM US THEY SURE HAVE THE SENSE TO KEEP HER UNDER COVER FOR AS LONG AS TWO DAYS AIN'T THAT RIGHT
1867-154071-0009.wav,IT'S JUST ABOUT OUR LAST CHANCE BILL WE'VE DONE OUR HUNTING PRETTY NEAR AS WELL AS WE COULD IF WE DON'T LAND HER THIS TRIP I'M ABOUT READY TO GIVE UP
1867-154071-0010.wav,ONE WEEK WAS DECIDED ON AS A FAIR TEST IF AT THE END OF THAT TIME CAROLINE SMITH DID NOT COME OUT OF THE HOUSE ACROSS THE STREET THEY COULD CONCLUDE THAT SHE DID NOT STAY THERE
1867-154071-0011.wav,PEERING THROUGH THE SLIT BETWEEN THE DRAWN CURTAINS WHICH SHELTERED HIM FROM BEING OBSERVED AT HIS SPYING WHEN HE CALLED OUT SOFTLY THE SOUND BROUGHT GREGG WITH ONE LONG LEAP OUT OF THE CHAIR WHERE HE WAS SLEEPING TO THE WINDOW THERE COULD BE NO SHADOW OF A DOUBT ABOUT IT
1867-154071-0012.wav,THERE STOOD CAROLINE SMITH IN THE DOOR OF THE HOUSE SHE CLOSED THE DOOR BEHIND HER AND WALKING TO THE TOP OF THE STEPS PAUSED THERE AND LOOKED UP AND DOWN THE STREET BILL GREGG GROANED
1867-154071-0013.wav,SNATCHED HIS HAT AND PLUNGED THROUGH THE DOOR AND RONICKY HEARD THE BRIEF THUNDER OF HIS FEET DOWN THE FIRST FLIGHT OF STAIRS THEN THE HEAVY THUMPS AS HE RACED AROUND THE LANDING
1867-154071-0014.wav,AND SO SWIFT WAS THAT DESCENT THAT WHEN THE GIRL IDLING DOWN THE STEPS ACROSS THE STREET CAME ONTO THE SIDEWALK BILL GREGG RUSHED OUT FROM THE OTHER SIDE AND RAN TOWARD HER
1867-154071-0015.wav,FOR NEVER HAD THE MINER SEEMED SO CLUMSILY BIG AND GAUNT NEVER HAD HIS CLOTHES SEEMED SO UNPRESSED AND SHAPELESS WHILE HIS SOFT GRAY HAT TO WHICH HE STILL CLUNG RELIGIOUSLY APPEARED HOPELESSLY OUT OF PLACE IN CONTRAST WITH THE SLIM PRETTINESS OF THE GIRL
1867-154071-0016.wav,SHE WORE A BLACK STRAW HAT TURNED BACK FROM HER FACE WITH A SINGLE BIG RED FLOWER AT THE SIDE OF IT
1867-154071-0017.wav,THE SAME DISTINCTION BETWEEN THEIR CLOTHES WAS IN THEIR FACES THE FINELY MODELED PRETTINESS OF HER FEATURES AND THE BIG CARELESS CHISELING OF THE FEATURES OF BILL GREGG RONICKY DOONE DID NOT WONDER THAT AFTER HER FIRST FEAR HER GESTURE WAS ONE OF DISDAIN AND SURPRISE
1867-154071-0018.wav,HE WENT A LONG SLOW STEP CLOSER TO HER WITH BOTH HIS HANDS OUTSTRETCHED
1867-154071-0019.wav,RONICKY DOONE FOLLOWED THAT GLANCE AND HE SAW ALL HIDDEN SAVE THE PROFILE OF THE FACE
1867-154071-0020.wav,WHAT A FACE IT WAS NEVER IN HIS LIFE HAD RONICKY DOONE SEEN A MAN WHO IN ONE INSTANT FILLED HIM WITH SUCH FEAR AND HATRED SUCH LOATHING AND SUCH DREAD SUCH SCORN AND SUCH TERROR
1867-154071-0021.wav,THE NOSE WAS HOOKED LIKE THE NOSE OF A BIRD OF PREY THE EYES WERE LONG AND SLANTING LIKE THOSE OF AN ORIENTAL THE FACE WAS THIN ALMOST FLESHLESS SO THAT THE BONY JAW STOOD OUT LIKE THE JAW OF A DEATH'S HEAD
1867-154071-0022.wav,THE GIRL HESITATED A MOMENT
1867-154071-0023.wav,FOR SHE MADE A SLIGHT OUTWARD GESTURE WITH ONE HAND IF THIS WERE IN HER MIND HOWEVER IT VANISHED INSTANTLY SHE TURNED WITH A SHUDDER AND HURRIED AWAY DOWN THE STREET
1867-154071-0024.wav,AS FOR BILL GREGG HE BORE HIMSELF STRAIGHT AS A SOLDIER AND CAME BACK ACROSS THE PAVEMENT BUT IT WAS THE ERECTNESS OF A SOLDIER WHO HAS MET WITH A CRUSHING DEFEAT AND ONLY PRESERVES AN OUTWARD RESOLUTION WHILE ALL THE SPIRIT WITHIN IS CRUSHED
1867-154071-0025.wav,WHAT A CONTRAST BETWEEN THE ASCENT AND THE DESCENT HE HAD LITERALLY FLOWN DOWN NOW HIS HEELS CLUMPED OUT A SLOW AND REGULAR DEATH MARCH AS HE CAME BACK TO THE ROOM WHEN GREGG OPENED THE DOOR
1867-154071-0026.wav,RONICKY DOONE BLINKED AND DREW IN A DEEP BREATH AT THE SIGHT OF THE POOR FELLOW'S FACE GREGG HAD KNOWN BEFORE THAT HE TRULY LOVED THIS GIRL WHOM HE HAD NEVER SEEN
1867-154071-0027.wav,NOW IN THE VERY MOMENT OF SEEING HIS DREAM OF THE GIRL TURNED INTO FLESH AND BLOOD HE HAD LOST HER AND THERE WAS SOMETHING LIKE DEATH IN THE FACE OF THE BIG MINER AS HE DROPPED HIS HAT ON THE FLOOR AND SANK INTO A CHAIR
1867-154071-0028.wav,AFTER THAT HE DID NOT MOVE SO MUCH AS A FINGER FROM THE POSITION INTO WHICH HE HAD FALLEN LIMPLY HIS LEGS WERE TWISTED AWKWARDLY SPRAWLING ACROSS THE FLOOR IN FRONT OF HIM ONE LONG ARM DRAGGED DOWN TOWARD THE FLOOR
1867-154071-0029.wav,AS IF THERE WAS NO STRENGTH IN IT TO SUPPORT THE WEIGHT OF THE LABOR HARDENED HANDS HIS CHIN WAS FALLEN AGAINST HIS BREAST WHEN RONICKY DOONE CROSSED TO HIM AND LAID A KIND HAND ON HIS SHOULDER HE DID NOT LOOK UP IT'S ENDED
1867-154071-0030.wav,SAID BILL GREGG FAINTLY NOW WE HIT THE BACK TRAIL AND FORGET ALL ABOUT THIS HE ADDED WITH A FAINT ATTEMPT AT CYNICISM I'VE JUST WASTED A PILE OF GOOD MONEY MAKING TIME FROM THE MINE THAT'S ALL
1867-154071-0031.wav,SAID RONICKY DOONE BILL LOOK ME IN THE EYE AND TELL ME MAN TO MAN THAT YOU'RE A LIAR HE ADDED CAN YOU EVER BE HAPPY WITHOUT HER MAN THE CRUELTY OF THAT SPEECH MADE GREGG FLUSH
1867-154071-0032.wav,SAID GREGG HUSKILY AIN'T THERE THAT'S WHERE YOU AND ME DON'T AGREE
1867-154071-0033.wav,LOOK AT THE WAY THINGS HAVE GONE YOU START OUT WITH A PHOTOGRAPH OF A GIRL NOW YOU'VE FOLLOWED HER FOUND HER NAME
1867-154071-0034.wav,AIN'T THAT SOMETHING DONE AFTER YOU'VE DONE ALL THAT
1867-154071-0035.wav,NOT YOU BILL YOU'RE GOING TO BUCK UP AND GO AHEAD FULL STEAM
1867-154071-0036.wav,BILL GREGG SMILED SOURLY
1867-154071-0037.wav,D'YOU KNOW WHAT SHE SAID WELL BILL GREGG SHE SAYS I DON'T REMEMBER ANY SUCH NAME THAT TOOK THE WIND OUT OF ME I ONLY HAD ENOUGH LEFT TO SAY
1867-154071-0038.wav,THE GENT THAT WAS WRITING THOSE PAPERS TO THE CORRESPONDENCE SCHOOL TO YOU FROM THE WEST THE ONE YOU SENT YOUR PICTURE TO AND SENT MY PICTURE TO SHE SAYS AND LOOKS AS IF THE GROUND HAD OPENED UNDER HER FEET YOU'RE MAD SHE SAYS
1867-154071-0039.wav,AND THEN SHE LOOKS BACK OVER HER SHOULDER AS MUCH AS TO WISH SHE WAS SAFE BACK IN HER HOUSE D'YOU KNOW WHY SHE LOOKED BACK OVER HER SHOULDER JUST FOR THE REASON I TOLD YOU NO BILL THERE WAS A GENT STANDING UP THERE AT A WINDOW WATCHING HER AND HOW SHE ACTED
1867-154071-0040.wav,HE'S THE ONE WHO'S KEPT HER IN THAT HOUSE
1867-154071-0041.wav,THAT SENT OUT THE GIRL WITH EXACT ORDERS HOW SHE SHOULD ACT IF YOU WAS TO COME OUT AND SPEAK TO HER WHEN YOU SEEN HER BILL WHAT THAT GIRL TOLD YOU DIDN'T COME OUT OF HER OWN HEAD IT COME OUT OF THE HEAD OF THE GENT ACROSS THE WAY WHEN YOU TURNED YOUR BACK ON HER
1867-154071-0042.wav,SHE LOOKED LIKE SHE'D RUN AFTER YOU AND TRY TO EXPLAIN BUT THE FEAR OF THAT FELLOW UP IN THE WINDOW WAS TOO MUCH FOR HER AND SHE DIDN'T DARE BILL
1867-154071-0043.wav,YOU GOT TO GET THAT GENT I SEEN GRINNING FROM THE WINDOW GRINNING ASKED BILL GREGG GRINDING HIS TEETH AND STARTING FROM HIS CHAIR WAS THE SKUNK LAUGHING AT ME SURE EVERY MINUTE BILL GREGG GROANED I'LL SMASH EVERY BONE IN HIS UGLY HEAD
1867-154071-0044.wav,SHAKE SAID RONICKY DOONE THAT'S THE SORT OF TALK I WANTED TO HEAR
1867-154075-0000.wav,CHAPTER TWELVE THE STRANGE BARGAIN RONICKY DREW HIS GUN AND WAITED GOOD SAID THE MAN OF THE SNEER GO AHEAD IT WAS DOWN IN THE CELLAR THAT WE FOUND THE FIRST TRACKS
1867-154075-0001.wav,THAT DROPPED HIM INTO THE COAL BIN DID HE GET COAL DUST ON HIS SHOES RIGHT AND HE DIDN'T HAVE SENSE ENOUGH TO WIPE IT OFF AN AMATEUR A RANK AMATEUR I TOLD YOU SAID THE MAN OF THE SNEER WITH SATISFACTION
1867-154075-0002.wav,YOU FOLLOWED HIS TRAIL UP THE STAIRS TO THE KITCHEN AND DOWN THE HALL AND UP TO HARRY'S ROOM WE ALREADY KNEW HE'D GONE THERE BUT HE LEFT THAT ROOM AGAIN AND CAME DOWN THE HALL YES
1867-154075-0003.wav,AND WHERE DID IT LEAD RIGHT TO THIS ROOM RONICKY STEPPED FROM AMONG THE SMOOTH SILKS
1867-154075-0004.wav,THE TIME HAD ALMOST COME FOR ONE DESPERATE ATTEMPT TO ESCAPE AND HE WAS READY TO SHOOT TO KILL A MOMENT OF PAUSE HAD COME A PAUSE WHICH IN THE IMAGINATION OF RONICKY
1867-154075-0005.wav,THAT'S A LIKELY STORY I CAN SHOW YOU THE TRACKS
1867-154075-0006.wav,YOU FOOL THEY SIMPLY GREW DIM WHEN THEY GOT TO THIS DOOR I'VE BEEN HERE FOR SOME TIME GO BACK AND TELL THEM TO HUNT SOME MORE GO UP TO THE ATTIC AND SEARCH THERE THAT'S THE PLACE AN AMATEUR WOULD MOST LIKELY HIDE
1867-154075-0007.wav,THE MAN GROWLED SOME RETORT AND LEFT CLOSING THE DOOR HEAVILY BEHIND HIM WHILE RONICKY DOONE BREATHED FREELY AGAIN FOR THE FIRST TIME NOW SAID THE MAN OF THE SNEER TELL ME THE WHOLE OF IT RUTH RONICKY SET HIS TEETH
1867-154075-0008.wav,HAD THE CLEVER DEVIL GUESSED AT THE TRUTH SO EASILY HAD HE SENT HIS FOLLOWER AWAY MERELY TO AVOID HAVING IT KNOWN THAT A MAN HAD TAKEN SHELTER IN THE ROOM OF THE GIRL HE LOVED GO ON THE LEADER WAS REPEATING LET ME HEAR THE WHOLE TRUTH
1867-154075-0009.wav,I I STAMMERED THE GIRL AND SHE COULD SAY NO MORE THE MAN OF THE SNEER LAUGHED UNPLEASANTLY LET ME HELP YOU IT WAS SOMEBODY YOU MET SOMEWHERE
1867-154075-0010.wav,YOU SMILED SO MUCH IN FACT THAT HE FOLLOWED YOU AND FOUND THAT YOU HAD COME HERE THE ONLY WAY HE COULD GET IN WAS BY STEALTH IS THAT RIGHT
1867-154075-0011.wav,SO HE CAME IN EXACTLY THAT WAY LIKE A ROBBER BUT REALLY ONLY TO KEEP A TRYST WITH HIS LADY LOVE A PRETTY STORY A TRUE ROMANCE
1867-154075-0012.wav,MY DEAR GIRL JOHN BEGAN RUTH TOLLIVER HER VOICE SHAKING TUSH HE BROKE IN AS SMOOTHLY AS EVER LET ME TELL THE STORY FOR YOU AND SPARE YOUR BLUSHES
1867-154075-0013.wav,ALTHOUGH YOU WERE GLAD TO SEE HIM YOU WARNED HIM THAT IT WAS DANGEROUS TO PLAY WITH FIRE FIRE BEING ME DO I GATHER THE DRIFT OF THE STORY FAIRLY WELL FINALLY YOU HAVE HIM WORKED UP TO THE RIGHT PITCH
1867-154075-0014.wav,YOU SHOW HIM THAT IT IS POSSIBLE
1867-154075-0015.wav,YES SAID THE GIRL UNEVENLY THAT IS AH MURMURED THE MAN OF THE SNEER YOU SEEM RATHER RELIEVED THAT I HAVE GUESSED HE LEFT THE HOUSE IN THAT CASE RONICKY DOONE HAD HELD THE LATCH OF THE DOOR TURNED BACK FOR SOME TIME
1867-154075-0016.wav,NOW HE PUSHED IT OPEN AND STEPPED OUT HE WAS ONLY BARELY IN TIME FOR THE MAN OF THE SNEER WAS TURNING QUICKLY IN HIS DIRECTION SINCE THERE WAS ONLY ONE HIDING PLACE IN THE ROOM
1867-154075-0017.wav,HE WAS BROUGHT UP WITH A SHOCK BY THE SIGHT OF RONICKY'S BIG COLT HELD AT THE HIP AND COVERING HIM WITH ABSOLUTE CERTAINTY RUTH TOLLIVER DID NOT CRY OUT BUT EVERY MUSCLE IN HER FACE AND BODY SEEMED TO CONTRACT
1867-154075-0018.wav,AS IF SHE WERE PREPARING HERSELF FOR THE EXPLOSION YOU DON'T HAVE TO PUT UP YOUR HANDS SAID RONICKY DOONE WONDERING AT THE FAMILIARITY OF THE FACE OF THE MAN OF THE SNEER HE HAD BROODED ON IT SO OFTEN IN THE PAST FEW DAYS THAT IT WAS LIKE THE FACE OF AN OLD ACQUAINTANCE
1867-154075-0019.wav,HE KNEW EVERY LINE IN THAT SHARP PROFILE THANK YOU
1867-154075-0020.wav,I CONGRATULATE YOU ON YOUR GOOD TASTE A REGULAR APOLLO MY DEAR RUTH HE TURNED BACK TO RONICKY DOONE AND I SUPPOSE YOU HAVE OVERHEAD OUR ENTIRE CONVERSATION THE WHOLE LOT OF IT SAID RONICKY
1867-154075-0021.wav,THOUGH I WASN'T PLAYING MY HAND AT EAVESDROPPING I COULDN'T HELP HEARING YOU PARTNER THE MAN OF THE SNEER LOOKED HIM OVER LEISURELY WESTERN HE SAID AT LAST DECIDEDLY WESTERN ARE YOU STAYING LONG IN THE EAST MY FRIEND
1867-154075-0022.wav,I DUNNO SAID RONICKY DOONE SMILING FAINTLY AT THE COOLNESS OF THE OTHER WHAT DO YOU THINK ABOUT IT MEANING THAT I'M LIABLE TO PUT AN END TO YOUR STAY MAYBE TUSH TUSH
1867-154075-0023.wav,I SUPPOSE RUTH HAS FILLED YOUR HEAD WITH A LOT OF ROT ABOUT WHAT A TERRIBLE FELLOW I AM BUT I DON'T USE POISON AND I DON'T KILL WITH MYSTERIOUS X RAYS I AM AS YOU SEE A VERY QUIET AND ORDINARY SORT
1867-154075-0024.wav,RONICKY DOONE SMILED AGAIN YOU JUST OBLIGE ME PARTNER HE REPLIED IN HIS OWN SOFT VOICE JUST STAY AWAY FROM THE WALLS OF THE ROOM DON'T EVEN SIT DOWN STAND RIGHT WHERE YOU ARE
1867-154075-0025.wav,YOU'D MURDER ME IF I TOOK ANOTHER STEP ASKED THE MAN OF THE SNEER AND A CONTEMPTUOUS AND SARDONIC EXPRESSION FLITTED ACROSS HIS FACE FOR THE FIRST TIME I'D SURE BLOW YOU FULL OF LEAD SAID RONICKY FERVENTLY
1867-154075-0026.wav,I'D KILL YOU LIKE A SNAKE STRANGER WHICH I MOSTLY THINK YOU ARE SO STEP LIGHT AND STEP QUICK WHEN I TALK CERTAINLY SAID THE OTHER BOWING I AM ENTIRELY AT YOUR SERVICE HE TURNED A LITTLE TO RUTH
1867-154075-0027.wav,I SEE THAT YOU HAVE A MOST DETERMINED CAVALIER I SUPPOSE HE'LL INSTANTLY ABDUCT YOU AND SWEEP YOU AWAY FROM BENEATH MY EYES SHE MADE A VAGUE GESTURE OF DENIAL GO AHEAD SAID THE LEADER BY THE WAY
1867-154075-0028.wav,MY NAME IS JOHN MARK I'M DOONE SOME CALL ME RONICKY DOONE I'M GLAD TO KNOW YOU RONICKY DOONE I IMAGINE THAT NAME FITS YOU NOW TELL ME THE STORY OF WHY YOU CAME TO THIS HOUSE OF COURSE IT WASN'T TO SEE A GIRL
1867-154075-0029.wav,YOU'RE WRONG IT WAS AH IN SPITE OF HIMSELF THE FACE OF JOHN MARK WRINKLED WITH PAIN AND SUSPICIOUS RAGE I CAME TO SEE A GIRL AND HER NAME I FIGURE IS CAROLINE SMITH
